"ensembl_gene_id","external_gene_name","description","Given_id","log2FoldChange","AveExpr","t","P.Value","padj","B"
"ENSG00000231129","ABCF1","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",23,0.667738281,-0.037197917,3.081717379,0.00869937,0.024390326,-3.647999848
"ENSG00000236149","ABCF1","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",23,0.667738281,-0.037197917,3.081717379,0.00869937,0.024390326,-3.647999848
"ENSG00000236342","ABCF1","ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]",23,0.667738281,-0.037197917,3.081717379,0.00869937,0.024390326,-3.647999848
"ENSG00000198691","ABCA4","ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34]",24,-0.652207031,0.74171875,-3.093016187,0.008511777,0.024003043,-3.626400673
"ENSG00000097007","ABL1","ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]",25,-0.866429688,-0.276091146,-5.410575359,0.000116657,0.000980125,0.746553202
"ENSG00000002726","AOC1","amine oxidase copper containing 1 [Source:HGNC Symbol;Acc:HGNC:80]",26,-0.0938125,0.830151042,-0.484355363,0.636147314,0.716081528,-7.349573843
"ENSG00000143322","ABL2","ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]",27,0.032339844,-0.448575521,0.178398311,0.861145042,0.897641199,-7.457273012
"ENSG00000281879","ABO","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]",28,0.060921875,-0.248473958,0.330246702,0.746446017,0.808757373,-7.416054427
"ENSG00000175164","ABO","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]",28,0.060921875,-0.248473958,0.330246702,0.746446017,0.808757373,-7.416054427
"ENSG00000278741","ABR","ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]",29,0.045054687,-0.020044271,0.250445074,0.80613602,0.856284447,-7.440755337
"ENSG00000159842","ABR","ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]",29,0.045054687,-0.020044271,0.250445074,0.80613602,0.856284447,-7.440755337
"ENSG00000276016","ABR","ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]",29,0.045054687,-0.020044271,0.250445074,0.80613602,0.856284447,-7.440755337
"ENSG00000060971","ACAA1","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]",30,0.784289063,-0.1768125,2.141754572,0.051615436,0.097343318,-5.365819842
"ENSG00000275176","ACACA","acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]",31,0.13903125,-0.267664063,0.316259098,0.756798734,0.816959254,-7.420867848
"ENSG00000278540","ACACA","acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]",31,0.13903125,-0.267664063,0.316259098,0.756798734,0.816959254,-7.420867848
"ENSG00000076555","ACACB","acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]",32,0.719421875,-0.110927083,3.914334334,0.001759456,0.007574491,-2.042326229
"ENSG00000115361","ACADL","acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]",33,-0.318351563,0.20071875,-1.318011727,0.210128152,0.299298323,-6.599376607
"ENSG00000117054","ACADM","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]",34,-0.438847656,0.690346354,-2.441717933,0.029578311,0.062502898,-4.840623592
"ENSG00000122971","ACADS","acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]",35,-0.749800781,0.42815625,-3.755031666,0.002382328,0.009490125,-2.349725775
"ENSG00000196177","ACADSB","acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]",36,0.251433594,-0.153419271,0.765698818,0.457457852,0.55439662,-7.166624877
"ENSG00000072778","ACADVL","acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]",37,-0.348253906,0.351309896,-2.037649945,0.062351588,0.113150294,-5.540612761
"ENSG00000075239","ACAT1","acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]",38,-0.299078125,0.223361979,-1.559101798,0.142844128,0.220249895,-6.278479598
"ENSG00000120437","ACAT2","acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]",39,-0.46190625,-0.593882813,-1.993730064,0.067472575,0.120595063,-5.613015675
"ENSG00000108684","ASIC2","acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99]",40,-0.433558594,0.271945313,-2.499799653,0.026510349,0.057298165,-4.735804766
"ENSG00000110881","ASIC1","acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]",41,-0.339890625,-0.156421875,-1.367758465,0.194440658,0.281246501,-6.536408984
"ENSG00000087085","ACHE","acetylcholinesterase (Cartwright blood group) [Source:HGNC Symbol;Acc:HGNC:108]",43,-0.869738281,0.704356771,-3.878991565,0.001881509,0.007953727,-2.110449279
"ENSG00000131473","ACLY","ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]",47,-0.591804688,-0.166338542,-2.930352445,0.011646594,0.030451748,-3.936046982
"ENSG00000122729","ACO1","aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]",48,-0.037816406,-0.286023438,-0.200794943,0.843949133,0.885084463,-7.452728879
"ENSG00000100312","ACR","acrosin [Source:HGNC Symbol;Acc:HGNC:126]",49,-0.486648438,0.358416667,-3.160784346,0.007468332,0.021790006,-3.496615003
"ENSG00000291368","ACR","acrosin [Source:HGNC Symbol;Acc:HGNC:126]",49,-0.486648438,0.358416667,-3.160784346,0.007468332,0.021790006,-3.496615003
"ENSG00000100412","ACO2","aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118]",50,-0.074710938,-0.314270833,-0.267311589,0.793399892,0.84627204,-7.4360938
"ENSG00000161533","ACOX1","acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]",51,-0.153734375,0.420481771,-0.426954057,0.67636026,0.750369072,-7.377198984
"ENSG00000143727","ACP1","acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]",52,-0.077949219,-0.030533854,-0.330860437,0.745992924,0.808409736,-7.415838536
"ENSG00000134575","ACP2","acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]",53,-0.399617188,-0.536822917,-1.70350425,0.11211265,0.181203155,-6.06863894
"ENSG00000102575","ACP5","acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]",54,0.234851563,-0.410130208,0.680844708,0.507850137,0.601211061,-7.229933578
"ENSG00000014257","ACP3","acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]",55,-0.250371094,0.896992188,-1.510030628,0.154822066,0.234922396,-6.346911626
"ENSG00000134940","ACRV1","acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:HGNC:127]",56,2.092289063,1.84771875,2.043240647,0.061726091,0.112225767,-5.531337572
"ENSG00000143632","ACTA1","actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]",58,-1.542058594,-2.339734375,-4.327931956,0.000809507,0.004319532,-1.250300719
"ENSG00000107796","ACTA2","actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]",59,-0.731519531,0.536476563,-3.467295568,0.004135765,0.014142227,-2.906029695
"ENSG00000075624","ACTB","actin beta [Source:HGNC Symbol;Acc:HGNC:132]",60,-0.811335938,-0.56121875,-4.427563343,0.000673214,0.003782102,-1.061376008
"ENSG00000159251","ACTC1","actin alpha cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]",70,0.2209375,0.242763021,0.953591073,0.357590899,0.456291297,-7.00269825
"ENSG00000184009","ACTG1","actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]",71,-1.040910156,1.021088542,-5.602293499,8.41e-05,0.00076064,1.085358313
"ENSG00000291420","ACTG1","actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]",71,-1.040910156,1.021088542,-5.602293499,8.41e-05,0.00076064,1.085358313
"ENSG00000163017","ACTG2","actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]",72,0.4725625,0.181559896,1.440109449,0.173352593,0.256838295,-6.441740975
"ENSG00000282844","ACTN4","actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]",81,-1.109859375,2.365421875,-1.858760879,0.085715103,0.145983161,-5.830089912
"ENSG00000130402","ACTN4","actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]",81,-1.109859375,2.365421875,-1.858760879,0.085715103,0.145983161,-5.830089912
"ENSG00000136518","ACTL6A","actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]",86,-1.671613281,2.875643229,-3.35213026,0.005162895,0.016606038,-3.1284298
"ENSG00000072110","ACTN1","actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]",87,-1.680207031,3.084606771,-4.54561051,0.00054191,0.00322018,-0.838684057
"ENSG00000077522","ACTN2","actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]",88,-1.012230469,2.381234375,-1.348310366,0.2004557,0.288101418,-6.5612356
"ENSG00000248746","ACTN3","actinin alpha 3 [Source:HGNC Symbol;Acc:HGNC:165]",89,-0.141132813,0.288572917,-1.156611054,0.268129755,0.36348714,-6.791067175
"ENSG00000115170","ACVR1","activin A receptor type 1 [Source:HGNC Symbol;Acc:HGNC:171]",90,-0.594074219,0.855104167,-3.779484889,0.002273755,0.009149109,-2.302488716
"ENSG00000135503","ACVR1B","activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]",91,0.440574219,-0.036169271,1.776113193,0.098979825,0.164000624,-5.958652757
"ENSG00000121989","ACVR2A","activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]",92,-0.167457031,0.133231771,-1.132271692,0.27786121,0.373861429,-6.818227417
"ENSG00000114739","ACVR2B","activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174]",93,-1.209714844,-0.490859375,-8.052113661,2.01e-06,3.47e-05,4.976618345
"ENSG00000139567","ACVRL1","activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]",94,0.691042969,-0.194515625,3.134757535,0.007853053,0.022650461,-3.546506168
"ENSG00000243989","ACY1","aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]",95,0.472914063,-0.303822917,1.714426114,0.110043665,0.178522538,-6.052278587
"ENSG00000119640","ACYP1","acylphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:179]",97,-0.719582031,-0.602270833,-2.322257727,0.036991847,0.074568005,-5.053244264
"ENSG00000170634","ACYP2","acylphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:180]",98,-0.503777344,0.0394375,-2.74947683,0.016483703,0.039699477,-4.276225717
"ENSG00000196839","ADA","adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]",100,-0.420160156,-0.294369792,-1.131503374,0.278172728,0.374162465,-6.819077079
"ENSG00000151651","ADAM8","ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]",101,0.319101563,-0.65390625,0.956249082,0.356296262,0.455088906,-7.000152692
"ENSG00000137845","ADAM10","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]",102,-0.385121094,1.152778646,-1.294732282,0.217813529,0.307888965,-6.628230768
"ENSG00000160710","ADAR","adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]",103,0.186757813,0.981494792,0.39396811,0.699955474,0.770887865,-7.391542363
"ENSG00000197381","ADARB1","adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]",104,-0.889519531,2.451559896,-2.744274879,0.016648686,0.039960649,-4.285930308
"ENSG00000185736","ADARB2","adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]",105,-1.294917969,1.963458333,-7.424278063,4.85e-06,7.39e-05,4.055561595
"ENSG00000164742","ADCY1","adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232]",107,-3.355902344,2.949502604,-6.909655491,1.04e-05,0.00014121,3.262377257
"ENSG00000078295","ADCY2","adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]",108,-0.163769531,0.76275,-0.764624142,0.458075923,0.554943325,-7.16746934
"ENSG00000138031","ADCY3","adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]",109,-1.688332031,2.75865625,-8.434210595,1.2e-06,2.24e-05,5.513200957
"ENSG00000173175","ADCY5","adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]",111,-1.068019531,1.342770833,-5.429198191,0.000112988,0.000956882,0.779675906
"ENSG00000174233","ADCY6","adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]",112,-0.735476563,0.605888021,-4.198254474,0.001030714,0.005161928,-1.497407258
"ENSG00000121281","ADCY7","adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]",113,-0.131285156,0.0698125,-0.694890382,0.499288959,0.593545609,-7.219929118
"ENSG00000155897","ADCY8","adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]",114,0.0319375,-0.573377604,0.086056658,0.932725438,0.95147638,-7.470355924
"ENSG00000162104","ADCY9","adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]",115,0.699273438,-0.346901042,1.647472655,0.123273781,0.195600701,-6.151513379
"ENSG00000141433","ADCYAP1","adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]",116,0.299394531,-0.832401042,0.585264348,0.56833527,0.656164296,-7.292916335
"ENSG00000078549","ADCYAP1R1","ADCYAP receptor type I [Source:HGNC Symbol;Acc:HGNC:242]",117,0.018996094,-0.001234375,0.09439071,0.926230191,0.946799263,-7.469549538
"ENSG00000087274","ADD1","adducin 1 [Source:HGNC Symbol;Acc:HGNC:243]",118,0.239792969,0.496716146,0.836209328,0.418059724,0.516339071,-7.108869819
"ENSG00000075340","ADD2","adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]",119,-0.425511719,-0.369239583,-2.822996697,0.014316523,0.035637884,-4.13856996
"ENSG00000148700","ADD3","adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]",120,-0.243726563,-0.953351563,-0.976942814,0.346329997,0.444959302,-6.980124491
"ENSG00000147872","PLIN2","perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]",123,-1.199351563,1.184247396,-4.527767121,0.000559917,0.00330187,-0.872260696
"ENSG00000187758","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:249]",124,-1.695867188,2.611242188,-6.718050886,1.39e-05,0.000179866,2.957973115
"ENSG00000196616","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]",125,-0.870519531,0.768479167,-4.02591403,0.001424694,0.006499644,-1.827629344
"ENSG00000248144","ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]",126,-0.368296875,0.812398438,-2.435198841,0.029943224,0.063095707,-4.852332201
"ENSG00000198099","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:HGNC:252]",127,-0.548375,0.207341146,-3.749811961,0.00240618,0.009561015,-2.359810685
"ENSG00000197894","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]",128,-0.709519531,0.365606771,-4.419118861,0.000683787,0.003822892,-1.077355315
"ENSG00000172955","ADH6","alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]",130,-0.595917969,-0.519018229,-2.530758215,0.02500273,0.054781349,-4.679580581
"ENSG00000196344","ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:HGNC:256]",131,-0.616964844,0.303231771,-3.359051966,0.005094462,0.016446742,-3.11507541
"ENSG00000156110","ADK","adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]",132,-0.792246094,0.424453125,-2.601338972,0.021869036,0.049301623,-4.550538599
"ENSG00000148926","ADM","adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]",133,-0.850859375,0.257388021,-5.911935426,5.02e-05,0.000505742,1.622150621
"ENSG00000163485","ADORA1","adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]",134,-0.543460938,-0.118708333,-3.699579003,0.002648539,0.010278732,-2.456893168
"ENSG00000128271","ADORA2A","adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]",135,-0.24775,-0.765708333,-1.235763144,0.238292123,0.330998681,-6.699529273
"ENSG00000170425","ADORA2B","adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264]",136,-0.575277344,-0.144575521,-2.201895369,0.046226266,0.089135868,-5.262940334
"ENSG00000282608","ADORA3","adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]",140,-1.159847656,-1.656869792,-4.103610919,0.001230799,0.005846514,-1.678522141
"ENSG00000144843","ADPRH","ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]",141,-0.945917969,0.090572917,-6.012349569,4.26e-05,0.000442091,1.793423072
"ENSG00000143799","PARP1","poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]",142,-0.167097656,0.930851563,-0.24415416,0.810901356,0.860095356,-7.442416995
"ENSG00000102699","PARP4","poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271]",143,-0.349644531,0.454330729,-1.496800673,0.158193876,0.23887995,-6.365099394
"ENSG00000171873","ADRA1D","adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]",146,-0.6185,2.404848958,-1.069273569,0.304292615,0.401503481,-6.886306574
"ENSG00000170214","ADRA1B","adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]",147,-1.120964844,2.361598958,-2.560342644,0.023639616,0.052388317,-4.625633331
"ENSG00000120907","ADRA1A","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]",148,0.591757813,1.139236979,1.113832977,0.285410725,0.381969505,-6.838487221
"ENSG00000150594","ADRA2A","adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:HGNC:281]",150,0.422230469,1.264755208,0.52250167,0.610061785,0.693309697,-7.329359879
"ENSG00000274286","ADRA2B","adrenoceptor alpha 2B [Source:HGNC Symbol;Acc:HGNC:282]",151,-0.187300781,2.079273438,-0.471724831,0.644899272,0.723792368,-7.3559414
"ENSG00000184160","ADRA2C","adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]",152,0.673894531,1.513283854,1.496739953,0.158209493,0.238886303,-6.365182607
"ENSG00000043591","ADRB1","adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]",153,-0.301988281,0.233997396,-1.804523369,0.094226004,0.157445968,-5.914853022
"ENSG00000169252","ADRB2","adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]",154,0.110875,0.081958333,0.764620154,0.458078218,0.554943325,-7.167472472
"ENSG00000188778","ADRB3","adrenoceptor beta 3 [Source:HGNC Symbol;Acc:HGNC:288]",155,-1.522292969,1.388588542,-4.900642173,0.000285097,0.00197214,-0.177457699
"ENSG00000173020","GRK2","G protein-coupled receptor kinase 2 [Source:HGNC Symbol;Acc:HGNC:289]",156,-0.440441406,0.738658854,-2.603119915,0.021795109,0.049160963,-4.547267757
"ENSG00000100077","GRK3","G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290]",157,-0.65684375,1.071223958,-2.677570955,0.01891286,0.044098357,-4.409924576
"ENSG00000239900","ADSL","adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]",158,-0.129027344,0.385190104,-0.799888573,0.438069095,0.536101624,-7.139195567
"ENSG00000035687","ADSS2","adenylosuccinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:292]",159,-0.631097656,1.003700521,-3.553930526,0.003501288,0.012553743,-2.738534747
"ENSG00000196961","AP2A1","adaptor related protein complex 2 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:561]",160,-0.382890625,0.067572917,-2.315333488,0.037471843,0.07534317,-5.065436806
"ENSG00000280759","AP2A2","adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]",161,-0.502628906,0.337710938,-2.301439258,0.038452905,0.076869741,-5.089856629
"ENSG00000183020","AP2A2","adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]",161,-0.502628906,0.337710938,-2.301439258,0.038452905,0.076869741,-5.089856629
"ENSG00000281385","AP2A2","adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]",161,-0.502628906,0.337710938,-2.301439258,0.038452905,0.076869741,-5.089856629
"ENSG00000100280","AP1B1","adaptor related protein complex 1 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:554]",162,-0.550773438,0.023518229,-2.083501704,0.057390205,0.105772479,-5.464161687
"ENSG00000006125","AP2B1","adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]",163,-0.998589844,-1.046289063,-4.901507248,0.000284657,0.00197044,-0.175863461
"ENSG00000166747","AP1G1","adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555]",164,-0.714550781,0.093554688,-4.870989519,0.000300624,0.002056458,-0.232156282
"ENSG00000106624","AEBP1","AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]",165,-0.715605469,-0.721851563,-3.179388594,0.007204927,0.021224882,-3.460919577
"ENSG00000104964","TLE5","TLE family member 5, transcriptional modulator [Source:HGNC Symbol;Acc:HGNC:307]",166,-1.357429688,1.554609375,-3.943853595,0.001663735,0.007281597,-1.985468537
"ENSG00000124812","CRISP1","cysteine rich secretory protein 1 [Source:HGNC Symbol;Acc:HGNC:304]",167,-0.558113281,-0.110588542,-3.385995265,0.004836668,0.015834367,-3.06307509
"ENSG00000293510","AFG3L1P","AFG3 like matrix AAA peptidase subunit 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:314]",172,-0.728316406,1.299888021,-2.933897325,0.011567381,0.0303153,-3.929332176
"ENSG00000079557","AFM","afamin [Source:HGNC Symbol;Acc:HGNC:316]",173,-1.322730469,-1.70375,-6.336572262,2.52e-05,0.000293372,2.336968682
"ENSG00000081051","AFP","alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317]",174,-0.70040625,0.686101563,-3.117206137,0.0081236,0.023218983,-3.580118893
"ENSG00000038002","AGA","aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]",175,-0.83640625,-0.370653646,-4.144784106,0.001139254,0.005532018,-1.599657371
"ENSG00000157766","ACAN","aggrecan [Source:HGNC Symbol;Acc:HGNC:319]",176,-0.117480469,0.192132813,-0.942484729,0.363036251,0.461636551,-7.013267982
"ENSG00000230514","AGER","advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]",177,0.948277344,-0.205419271,2.647837896,0.020016444,0.046056326,-4.464913843
"ENSG00000206320","AGER","advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]",177,0.948277344,-0.205419271,2.647837896,0.020016444,0.046056326,-4.464913843
"ENSG00000204305","AGER","advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]",177,0.948277344,-0.205419271,2.647837896,0.020016444,0.046056326,-4.464913843
